contentid,contenttypeid,title,addr1,addr2,zipcode,tel,mapx,mapy,mlevel,firstimage,firstimage2,cpyrhtDivCd,createdtime,modifiedtime,areacode,sigungucode,lDongRegnCd,lDongSignguCd,cat1,cat2,cat3,lclsSystm1,lclsSystm2,lclsSystm3
2841345,39,착한튀김,제주특별자치도 제주시 진남로6길 20,,63289,,126.5658634352,33.5204953959,6,http://tong.visitkorea.or.kr/cms/resource/32/2841332_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2841332_image3_1.jpg,Type3,20220823103208,20251023143000,39,4,50,110,A05,A0502,A05020100,FD,FD03,FD030400
2841372,39,청도,제주특별자치도 제주시 서해안로 546 (용담삼동),,63114,,126.4969999896,33.5199610235,6,http://tong.visitkorea.or.kr/cms/resource/57/2841357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2841357_image3_1.jpg,Type3,20220823103745,20250605104714,39,4,50,110,A05,A0502,A05020100,FD,FD01,FD010100
2843749,39,글라글라하와이,제주특별자치도 서귀포시 대정읍 하모항구로 70,,63506,,126.2513363972,33.2196098046,6,http://tong.visitkorea.or.kr/cms/resource/39/2843739_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/39/2843739_image3_1.png,Type3,20220824162933,20250605144228,39,3,50,130,A05,A0502,A05020200,FD,FD02,FD020300
2843766,39,김선장회센타,제주특별자치도 서귀포시 최남단해안로 37 명품한우전문,1층,63513,,126.252511482323,33.2171777070881,6,https://tong.visitkorea.or.kr/cms/resource/62/2843762_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/62/2843762_image3_1.jpg,Type3,20220824163426,20260122163000,,,50,130,,,,FD,FD01,FD010100
2843803,39,다정이네 올레시장 본점,제주특별자치도 서귀포시 동문로 59-1,,63590,,126.5668250373,33.2494253692,6,http://tong.visitkorea.or.kr/cms/resource/97/2843797_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2843797_image3_1.jpg,Type3,20220824164858,20251023143000,39,3,50,130,A05,A0502,A05020100,FD,FD03,FD030400
2843815,39,동선제면가,제주특별자치도 서귀포시 남원읍 태위로 3,,63611,,126.6484646784,33.2719991764,6,http://tong.visitkorea.or.kr/cms/resource/06/2843806_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2843806_image3_1.jpg,Type3,20220824165507,20250605170408,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2843867,39,문치비,제주특별자치도 서귀포시 신서로32번길 14 (강정동),,63566,,126.5060330058,33.2528934686,6,http://tong.visitkorea.or.kr/cms/resource/59/2843859_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2843859_image3_1.jpg,Type3,20220824171058,20250605171451,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2843885,39,바다다,제주특별자치도 서귀포시 대포로 148-15,,63544,,126.4366310264,33.2378551429,6,http://tong.visitkorea.or.kr/cms/resource/80/2843880_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2843880_image3_1.jpg,Type3,20220824172209,20251023143000,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2843921,39,스모크하우스인구억,제주특별자치도 서귀포시 대정읍 보성구억로 223,,63518,,126.2783968021,33.2708184610,6,http://tong.visitkorea.or.kr/cms/resource/07/2843907_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2843907_image3_1.jpg,Type3,20220825093808,20250605172954,39,3,50,130,A05,A0502,A05020200,FD,FD03,FD030200
2843943,39,와토커피,제주특별자치도 서귀포시 동일하모로 238,,63508,,126.2565469257,33.2254897918,6,http://tong.visitkorea.or.kr/cms/resource/30/2843930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2843930_image3_1.jpg,Type3,20220825094712,20251023143000,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2843955,39,중문갈치조림 이조은식당,제주특별자치도 서귀포시 천제연로 97 (색달동),,63534,,126.4161324192,33.2551056935,6,http://tong.visitkorea.or.kr/cms/resource/45/2843945_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2843945_image3_1.jpg,Type3,20220825095512,20250605174836,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2843968,39,자리돔횟집,제주특별자치도 서귀포시 동홍동로 7 (동홍동),,63587,,126.5747658776,33.2555609294,6,http://tong.visitkorea.or.kr/cms/resource/61/2843961_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2843961_image3_1.jpg,Type3,20220825100038,20250609105650,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2843982,39,제주고로,제주특별자치도 서귀포시 대정읍 서삼중로 94,,63501,,126.2024645004,33.2711838996,6,http://tong.visitkorea.or.kr/cms/resource/72/2843972_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2843972_image3_1.jpg,Type3,20220825100620,20250609111642,39,3,50,130,A05,A0502,A05020300,FD,FD02,FD020200
2843997,39,짱구분식,제주특별자치도 서귀포시 중동로48번길 3,,63590,,126.5671583243,33.2502030663,6,http://tong.visitkorea.or.kr/cms/resource/95/2843995_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2843995_image3_1.jpg,Type3,20220825101428,20251023143000,39,3,50,130,A05,A0502,A05020100,FD,FD03,FD030400
2844014,39,천돈가 중문본점,제주특별자치도 서귀포시 일주서로 873 (색달동),,63534,,126.4174405726,33.2580803858,6,http://tong.visitkorea.or.kr/cms/resource/12/2844012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2844012_image3_1.jpg,Type3,20220825102037,20250609113058,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2844044,39,카페텐저린,제주특별자치도 서귀포시 이어도로 880,,63573,,126.5087220331,33.2363120071,6,http://tong.visitkorea.or.kr/cms/resource/41/2844041_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2844041_image3_1.jpg,Type3,20220825104401,20250120135901,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2844078,39,함쉐프키친,제주특별자치도 서귀포시 이어도로 217-4 (대포동),,63543,,126.4436553232,33.2420825647,6,http://tong.visitkorea.or.kr/cms/resource/70/2844070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2844070_image3_1.jpg,Type3,20220825110802,20251023143000,39,3,50,130,A05,A0502,A05020400,FD,FD02,FD020100
2844094,39,화고 흑돼지 신시가지점,제주특별자치도 서귀포시 신서로32번길 20 (강정동),,63566,,126.5061996473,33.2533795283,6,http://tong.visitkorea.or.kr/cms/resource/83/2844083_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2844083_image3_1.jpg,Type3,20220825111839,20250609131104,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2845281,39,덴드리,제주특별자치도 서귀포시 성산읍 삼달로 28-1,,63635,,126.8659214086,33.3694419084,6,http://tong.visitkorea.or.kr/cms/resource/71/2845271_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2845271_image3_1.jpg,Type3,20220829163049,20250609143947,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2845288,39,모노클제주,제주특별자치도 서귀포시 남원읍 태위로360번길 30-8,,63610,,126.6845504210,33.2729274271,6,http://tong.visitkorea.or.kr/cms/resource/84/2845284_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2845284_image3_1.jpg,Type3,20220829163651,20250609145337,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2845297,39,목화휴게소,제주특별자치도 서귀포시 성산읍 해맞이해안로 2526,,63638,,126.9016935056,33.4818106314,6,http://tong.visitkorea.or.kr/cms/resource/93/2845293_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2845293_image3_1.jpg,Type3,20220829164146,20250609152727,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2845335,39,쉬어갓,제주특별자치도 서귀포시 성산읍 일주동로 5023,,63634,,126.8822834985,33.3861208867,6,http://tong.visitkorea.or.kr/cms/resource/33/2845333_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2845333_image3_1.jpg,Type3,20220829170631,20250609162005,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2845353,39,오른,제주특별자치도 서귀포시 성산읍 해맞이해안로 2714,,63639,,126.9157675160,33.4718314066,6,http://tong.visitkorea.or.kr/cms/resource/51/2845351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2845351_image3_1.jpg,Type3,20220829171757,20250609163206,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2845370,39,페를로,제주특별자치도 서귀포시 안덕면 덕수회관로74번길 33,,63527,,126.3063224681,33.2567176785,6,http://tong.visitkorea.or.kr/cms/resource/61/2845361_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2845361_image3_1.jpg,Type3,20220829172305,20250609164819,39,3,50,130,A05,A0502,A05020200,FD,FD02,FD020300
2845383,39,한라산아래첫마을 영농조합법인,제주특별자치도 서귀포시 안덕면 산록남로 675,,63524,,126.3796367363,33.3279942898,6,http://tong.visitkorea.or.kr/cms/resource/76/2845376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2845376_image3_1.jpg,Type3,20220829172822,20250609170016,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2847188,32,호텔 휴식 서귀포,제주특별자치도 서귀포시 중앙로71번길 17 (서귀동),,63592,,126.55952317709149,33.25038393756889,6,,,,20220831104945,20260318101005,,,50,130,,,,AC,AC01,AC010100
2847272,32,제주 항공우주 호텔,제주특별자치도 서귀포시 안덕면 녹차분재로 216,,63521,,126.2945825500,33.3023914693,6,,,,20220831102553,20260615101121,,,50,130,,,,AC,AC01,AC010100
2847506,38,이후북스 제주점,제주특별자치도 제주시 관덕로4길 3,,63168,,126.5212480480,33.5126316662,6,http://tong.visitkorea.or.kr/cms/resource/82/3583282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3583282_image3_1.jpg,Type3,20220901112738,20251212162933,39,4,50,110,A04,A0401,A04010600,SH,SH05,SH050200
2847672,39,장인의집,제주특별자치도 제주시 애월읍 애월로19길 31,,63043,,126.3268465691,33.4657726604,6,http://tong.visitkorea.or.kr/cms/resource/66/2847666_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/2847666_image3_1.JPG,Type3,20220901165717,20250609171252,39,4,50,110,A05,A0502,A05020100,FD,FD03,FD030400
2847703,12,샤이니숲길,제주특별자치도 제주시 조천읍 교래리,719-10,63346,,126.6617076193,33.4272792375,6,https://tong.visitkorea.or.kr/cms/resource/33/4073033_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/33/4073033_image3_1.jpg,Type1,20220901170549,20260610110249,,,50,110,,,,NA,NA01,NA010200
2847715,39,풀베개,제주특별자치도 서귀포시 안덕면 화순서서로 492-4,,63521,,126.3032220973,33.2855116710,6,,,,20220901171004,20250609172707,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2847726,12,상가리야자숲,제주특별자치도 제주시 고하상로 326,,63036,,126.3584888528,33.4394649613,6,http://tong.visitkorea.or.kr/cms/resource/12/2847712_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/2847712_image3_1.JPG,Type3,20220901171153,20251105154557,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010200
2847737,39,제주선채향,제주특별자치도 서귀포시 사계남로84번길 6,,63528,,126.2989876672,33.2263570271,6,http://tong.visitkorea.or.kr/cms/resource/28/2847728_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2847728_image3_1.jpg,Type3,20220901171446,20251023143000,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2847753,39,제주그림카페,제주특별자치도 서귀포시 안덕면 녹차분재로 218,제주항공우주박물관 4층,63521,,126.2978138414,33.3031485262,6,http://tong.visitkorea.or.kr/cms/resource/46/2847746_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2847746_image3_1.jpg,Type3,20220901171838,20251023143000,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2847791,39,사계의시간,제주특별자치도 서귀포시 사계남로 214,,63528,,126.3089977789,33.2322454224,6,http://tong.visitkorea.or.kr/cms/resource/76/2847776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2847776_image3_1.jpg,Type3,20220901172704,20251023143000,39,3,50,130,A05,A0502,A05020300,FD,FD02,FD020200
2847804,39,돗통 제주산방산본점,제주특별자치도 서귀포시 안덕면 사계북로41번길 189,,63528,,126.2978122567,33.2494544578,6,http://tong.visitkorea.or.kr/cms/resource/02/2847802_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2847802_image3_1.jpg,Type3,20220901173121,20250610101309,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2847812,39,그라나다,제주특별자치도 제주시 도공로 86-1,,63108,,126.4640755386,33.4994960994,6,http://tong.visitkorea.or.kr/cms/resource/11/2847811_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/11/2847811_image3_1.JPG,Type3,20220902093314,20251023143000,39,4,50,110,A05,A0502,A05020900,FD,FD05,FD050100
2847823,39,달팽이식당,제주특별자치도 서귀포시 안덕면 일주서로 1322-1,,63532,,126.3719637973,33.2655038505,6,http://tong.visitkorea.or.kr/cms/resource/17/2847817_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2847817_image3_1.jpg,Type3,20220902093653,20250115151235,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2847829,39,호랑호랑 성산카페,제주특별자치도 서귀포시 일출로 86,,63641,,126.9215564052,33.4500589058,6,http://tong.visitkorea.or.kr/cms/resource/20/2847820_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/20/2847820_image3_1.JPG,Type3,20220902093829,20250116144759,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2847852,39,옛날팥죽,제주특별자치도 서귀포시 성읍민속로 130,,63624,,126.7989489935,33.3885998263,6,http://tong.visitkorea.or.kr/cms/resource/43/2847843_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/2847843_image3_1.JPG,Type3,20220902094423,20250115154109,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2847876,39,블루마운틴4255,제주특별자치도 서귀포시 중산간동로 4255,,63635,,126.8371930884,33.3804763385,6,http://tong.visitkorea.or.kr/cms/resource/60/2847860_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/2847860_image3_1.JPG,Type3,20220902095120,20251023143000,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2847894,39,부촌,제주특별자치도 서귀포시 동류암로 33,,63640,,126.9169512735,33.4489783952,6,http://tong.visitkorea.or.kr/cms/resource/88/2847888_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/88/2847888_image3_1.JPG,Type3,20220902095638,20250113152647,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2847916,39,제주고사리맛집 복돼지식당,제주특별자치도 서귀포시 표선면 서성일로 63,,63624,,126.8025679194,33.3975711157,6,http://tong.visitkorea.or.kr/cms/resource/04/2847904_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/04/2847904_image3_1.JPG,Type3,20220902100234,20250610104506,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2848391,38,클래식문구사,제주특별자치도 제주시 관덕로4길 1-2,,63168,,126.5213492701,33.5126226020,6,https://tong.visitkorea.or.kr/cms/resource/23/4073323_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/23/4073323_image3_1.jpg,Type1,20220902131151,20260610155309,,,50,110,,,,SH,SH05,SH050200
2849980,39,판포미인,제주특별자치도 제주시 판포1길 11,,63003,,126.1982461153,33.3652123260,6,http://tong.visitkorea.or.kr/cms/resource/79/2849979_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/2849979_image3_1.JPG,Type3,20220906142444,20250117131307,39,4,50,110,A05,A0502,A05020100,FD,FD01,FD010100
2849994,39,제주몹시,제주특별자치도 제주시 월대1길 10 (외도이동),,63068,,126.4335894126,33.4945794928,6,http://tong.visitkorea.or.kr/cms/resource/88/2849988_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2849988_image3_1.jpg,Type3,20220906142928,20250610114006,39,4,50,110,A05,A0502,A05020900,FD,FD05,FD050100
2850014,39,선흘방주할머니식당,제주특별자치도 제주시 조천읍 선교로 212,,63341,,126.7003970128,33.4846070775,6,http://tong.visitkorea.or.kr/cms/resource/01/2850001_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/01/2850001_image3_1.JPG,Type3,20220906143349,20250610154119,39,4,50,110,A05,A0502,A05020100,FD,FD01,FD010100
2850039,39,해물통라면 문개항아리 애월해안도로점,제주특별자치도 제주시 가문동길 38,,63050,,126.3924515219,33.4858131444,6,http://tong.visitkorea.or.kr/cms/resource/34/2850034_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/34/2850034_image3_1.jpeg,Type3,20220906144220,20250110153429,39,4,50,110,A05,A0502,A05020100,FD,FD01,FD010100
2850048,39,도두반점 제주사수점,제주특별자치도 제주시 서해안로 317,2층,63112,,126.4791906626,33.5095952211,6,http://tong.visitkorea.or.kr/cms/resource/44/2850044_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/44/2850044_image3_1.JPG,Type3,20220906144633,20250109165802,39,4,50,110,A05,A0502,A05020400,FD,FD02,FD020100
2850078,39,원조남원포구식당,제주특별자치도 서귀포시 남원읍 남원회관로 53,,63621,,126.7188195525,33.2783662631,6,http://tong.visitkorea.or.kr/cms/resource/72/2850072_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/72/2850072_image3_1.JPG,Type3,20220906145559,20250610154917,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2850090,39,쇠소깍 복순이네,제주특별자치도 서귀포시 쇠소깍로 156 (하효동),,63600,,126.6210730819,33.2509121773,6,http://tong.visitkorea.or.kr/cms/resource/88/2850088_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2850088_image3_1.jpg,Type3,20220906150031,20250610155748,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2850113,39,베케,제주특별자치도 서귀포시 효돈로 54 (신효동),,63605,,126.6049853373,33.2619829233,6,http://tong.visitkorea.or.kr/cms/resource/99/2850099_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/99/2850099_image3_1.JPG,Type3,20220906150426,20250418132028,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2850127,39,더리트리브,제주특별자치도 서귀포시 안덕면 화순로 67,,63530,,126.3385643087,33.2479552633,6,http://tong.visitkorea.or.kr/cms/resource/17/2850117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2850117_image3_1.jpg,Type3,20220906151019,20250610160502,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2850913,39,가는곶 세화,제주특별자치도 제주시 구좌읍 세화14길 3,,63361,,126.8606961680,33.5205279098,6,http://tong.visitkorea.or.kr/cms/resource/05/2850905_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2850905_image3_1.jpg,Type3,20220907142127,20250610161806,39,4,50,110,A05,A0502,A05020900,FD,FD05,FD050100
2850960,39,중문 모메든식당,제주특별자치도 서귀포시 일주서로 508,,63541,,126.4545402345,33.2535175856,6,http://tong.visitkorea.or.kr/cms/resource/47/2850947_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2850947_image3_1.jpg,Type3,20220907143230,20250113094436,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
